GrTr 3-Way Gaze,Prob(L),Prob(R)
1.0,0.7556945085525513,0.24430552124977112
1.0,0.7308017611503601,0.2691982388496399
1.0,0.709752082824707,0.29024791717529297
1.0,0.7391087412834167,0.26089122891426086
1.0,0.8043242692947388,0.19567573070526123
1.0,0.7948927879333496,0.2051072120666504
1.0,0.7804397940635681,0.2195601910352707
1.0,0.7952980995178223,0.20470188558101654
1.0,0.7135663628578186,0.2864335775375366
1.0,0.7300365567207336,0.26996341347694397
1.0,0.6404405236244202,0.3595595061779022
1.0,0.6958352327346802,0.3041647970676422
1.0,0.6689521074295044,0.3310478925704956
1.0,0.6436151266098022,0.35638484358787537
1.0,0.7025351524353027,0.29746490716934204
1.0,0.7501427531242371,0.24985723197460175
1.0,0.7994275093078613,0.20057250559329987
1.0,0.7416826486587524,0.25831735134124756
1.0,0.6380967497825623,0.36190325021743774
1.0,0.7111400961875916,0.28885990381240845
1.0,0.747953474521637,0.25204646587371826
1.0,0.7494984269142151,0.2505016028881073
1.0,0.7075030207633972,0.2924969494342804
1.0,0.7359960675239563,0.2640038728713989
1.0,0.6668239831924438,0.33317598700523376
1.0,0.5145445466041565,0.4854554831981659
1.0,0.705428421497345,0.2945716083049774
1.0,0.5423112511634827,0.4576887786388397
1.0,0.580194354057312,0.4198055863380432
1.0,0.6166612505912781,0.3833387792110443
1.0,0.6732826232910156,0.326717346906662
1.0,0.6640729308128357,0.33592700958251953
1.0,0.5135233998298645,0.4864765703678131
1.0,0.6841112971305847,0.3158887028694153
1.0,0.5812056064605713,0.4187943935394287
1.0,0.5291501879692078,0.47084981203079224
2.0,0.020055551081895828,0.9799444675445557
2.0,0.02549620531499386,0.9745038151741028
2.0,0.023019513115286827,0.976980447769165
2.0,0.018682941794395447,0.9813170433044434
2.0,0.017660636454820633,0.9823393225669861
2.0,0.01753896474838257,0.9824610352516174
2.0,0.018901262432336807,0.9810987114906311
2.0,0.021257350221276283,0.9787427186965942
2.0,0.01828363724052906,0.9817163348197937
2.0,0.02042742259800434,0.979572594165802
2.0,0.020731007680296898,0.9792689681053162
2.0,0.014644348993897438,0.9853556752204895
2.0,0.02248436026275158,0.9775156378746033
2.0,0.023800460621714592,0.9761995673179626
2.0,0.022128544747829437,0.9778714776039124
2.0,0.022340882569551468,0.9776591658592224
2.0,0.020209265872836113,0.9797907471656799
2.0,0.01618822291493416,0.9838117957115173
2.0,0.02073291316628456,0.9792670011520386
2.0,0.014016193337738514,0.9859837889671326
2.0,0.013551805168390274,0.9864481687545776
2.0,0.012025363743305206,0.9879746437072754
2.0,0.016913224011659622,0.9830868244171143
2.0,0.014380077831447124,0.9856199026107788
2.0,0.008191123604774475,0.9918088316917419
2.0,0.013542375527322292,0.9864576458930969
2.0,0.011101427488029003,0.9888985753059387
2.0,0.00895428191870451,0.9910456538200378
2.0,0.01356519851833582,0.986434817314148
2.0,0.015045511536300182,0.9849544763565063
2.0,0.011644183658063412,0.9883558750152588
2.0,0.007513090968132019,0.9924869537353516
2.0,0.013071190565824509,0.9869288206100464
2.0,0.012888425961136818,0.987111508846283
2.0,0.01758536696434021,0.9824146628379822
2.0,0.01268481370061636,0.9873151779174805
2.0,0.01265527494251728,0.9873446822166443
2.0,0.01665600948035717,0.9833440184593201
2.0,0.010590904392302036,0.9894090890884399
2.0,0.014373665675520897,0.9856263995170593
2.0,0.014129347167909145,0.9858706593513489
2.0,0.0095234839245677,0.9904764890670776
2.0,0.017560284584760666,0.9824397563934326
2.0,0.020614851266145706,0.9793851375579834
2.0,0.01598418317735195,0.9840158224105835
2.0,0.01282603107392788,0.9871740341186523
2.0,0.006939781364053488,0.9930602312088013
2.0,0.015289617702364922,0.9847103953361511
2.0,0.01375908125191927,0.9862408638000488
2.0,0.01300366036593914,0.9869962930679321
2.0,0.0142118651419878,0.9857880473136902
2.0,0.011407336220145226,0.9885926246643066
2.0,0.00721120135858655,0.9927888512611389
2.0,0.010609733872115612,0.9893903136253357
2.0,0.01716684363782406,0.982833206653595
2.0,0.01313252467662096,0.9868674278259277
2.0,0.017845887690782547,0.982154130935669
2.0,0.015054388903081417,0.98494553565979
2.0,0.018849093466997147,0.9811509251594543
2.0,0.007670643273741007,0.9923294186592102
2.0,0.012211456894874573,0.9877884984016418
2.0,0.009206264279782772,0.990793764591217
2.0,0.01618475280702114,0.9838152527809143
0.0,0.9371609091758728,0.06283903121948242
0.0,0.6468923687934875,0.3531075716018677
0.0,0.8199836015701294,0.18001633882522583
0.0,0.9712591767311096,0.02874089404940605
0.0,0.9696013927459717,0.030398672446608543
0.0,0.989821195602417,0.010178741998970509
0.0,0.9933040738105774,0.006695942487567663
0.0,0.9929502010345459,0.0070498124696314335
0.0,0.9934146404266357,0.006585372146219015
0.0,0.9950651526451111,0.004934877157211304
0.0,0.9951170682907104,0.004882923327386379
0.0,0.9925056099891663,0.007494408171623945
0.0,0.9947457313537598,0.005254318937659264
0.0,0.9950439929962158,0.004956033546477556
0.0,0.99556964635849,0.004430331289768219
0.0,0.9951044321060181,0.004895509220659733
0.0,0.9939182996749878,0.006081662606447935
0.0,0.9949771761894226,0.005022858735173941
0.0,0.993161678314209,0.00683829840272665
0.0,0.9946627616882324,0.005337207578122616
0.0,0.9944333434104919,0.005566642619669437
0.0,0.991174578666687,0.008825421333312988
0.0,0.9910248517990112,0.008975159376859665
0.0,0.9934930205345154,0.006506947800517082
0.0,0.9942254424095154,0.005774524062871933
0.0,0.9922139048576355,0.007786134257912636
0.0,0.9931144118309021,0.006885616574436426
0.0,0.9950242638587952,0.004975769203156233
0.0,0.9938960671424866,0.006103893741965294
0.0,0.9948083758354187,0.0051916902884840965
0.0,0.9941210150718689,0.005878961179405451
0.0,0.9952131509780884,0.004786879755556583
0.0,0.993723452091217,0.006276534404605627
0.0,0.995578944683075,0.004421066492795944
0.0,0.9968196153640747,0.0031803513411432505
0.0,0.9959224462509155,0.004077512305229902
0.0,0.9960838556289673,0.003916086163371801
0.0,0.9968782663345337,0.0031217101495712996
0.0,0.9953992962837219,0.004600677639245987
0.0,0.9955507516860962,0.004449302796274424
0.0,0.9958128333091736,0.004187132231891155
0.0,0.9902749061584473,0.009725114330649376
0.0,0.9945029020309448,0.005497086327522993
0.0,0.9923050999641418,0.007694852538406849
0.0,0.9962369203567505,0.003763031680136919
0.0,0.9961963891983032,0.0038036031182855368
0.0,0.995469331741333,0.004530631005764008
0.0,0.9955692887306213,0.004430718719959259
0.0,0.9950932264328003,0.004906774032860994
0.0,0.9948627352714539,0.005137207452207804
0.0,0.9958136677742004,0.004186277277767658
0.0,0.9962242841720581,0.0037757274694740772
0.0,0.992355227470398,0.007644755765795708
0.0,0.9939485788345337,0.006051447708159685
0.0,0.9953505992889404,0.004649351350963116
0.0,0.9960371851921082,0.003962846007198095
0.0,0.9963594079017639,0.003640600247308612
0.0,0.9961148500442505,0.003885118756443262
0.0,0.9960986375808716,0.0039012841880321503
0.0,0.9938720464706421,0.006127921864390373
0.0,0.9962934851646423,0.003706438932567835
0.0,0.9966574907302856,0.003342493437230587
0.0,0.995301365852356,0.0046985880471765995
0.0,0.9936943650245667,0.00630566431209445
0.0,0.9958896040916443,0.004110419191420078
0.0,0.9961075186729431,0.0038924848195165396
1.0,0.6657302975654602,0.3342697024345398
1.0,0.544960081577301,0.4550398886203766
1.0,0.6205000281333923,0.3794999420642853
1.0,0.6298035383224487,0.3701964020729065
1.0,0.6917098760604858,0.30829015374183655
1.0,0.6161994934082031,0.38380056619644165
1.0,0.6276737451553345,0.3723262548446655
1.0,0.6959546208381653,0.3040454089641571
1.0,0.6470218896865845,0.35297805070877075
1.0,0.629359781742096,0.37064027786254883
1.0,0.6041058301925659,0.3958941698074341
1.0,0.6698682904243469,0.3301316499710083
1.0,0.5784315466880798,0.42156845331192017
1.0,0.6466292142868042,0.3533707559108734
1.0,0.6305177211761475,0.3694823086261749
1.0,0.548719584941864,0.451280415058136
1.0,0.5611937046051025,0.4388062655925751
1.0,0.5498912930488586,0.45010867714881897
1.0,0.5043155550956726,0.4956844449043274
1.0,0.46079617738723755,0.5392038226127625
1.0,0.4655318260192871,0.5344681739807129
1.0,0.6477687358856201,0.3522312045097351
1.0,0.48072394728660583,0.5192760229110718
1.0,0.6241437792778015,0.3758562207221985
1.0,0.6646508574485779,0.33534908294677734
1.0,0.5886741876602173,0.4113258123397827
1.0,0.5106701850891113,0.48932981491088867
1.0,0.4154946506023407,0.5845053195953369
1.0,0.68129962682724,0.3187003433704376
1.0,0.6489917635917664,0.35100820660591125
1.0,0.6715975403785706,0.32840245962142944
1.0,0.6574513912200928,0.3425486385822296
1.0,0.6285133361816406,0.3714866042137146
1.0,0.6235546469688416,0.37644538283348083
1.0,0.6604874134063721,0.3395126163959503
1.0,0.5892890095710754,0.41071102023124695
1.0,0.668196439743042,0.3318035900592804
1.0,0.6706554293632507,0.32934460043907166
0.0,0.9937363862991333,0.006263595074415207
0.0,0.9919094443321228,0.008090507239103317
0.0,0.9923843741416931,0.007615694310516119
0.0,0.9829596281051636,0.017040397971868515
0.0,0.994121253490448,0.005878707394003868
0.0,0.9943086504936218,0.005691430997103453
0.0,0.9898573160171509,0.01014272216707468
0.0,0.98895663022995,0.011043429374694824
0.0,0.99333256483078,0.006667430512607098
0.0,0.9924131035804749,0.007586856372654438
0.0,0.9907130599021912,0.009286991320550442
0.0,0.9903575778007507,0.009642459452152252
0.0,0.9913061261177063,0.008693844079971313
0.0,0.986391544342041,0.013608469627797604
0.0,0.9271014928817749,0.07289846986532211
0.0,0.5747586488723755,0.4252413809299469
0.0,0.7753700017929077,0.2246299833059311
0.0,0.9561264514923096,0.043873511254787445
0.0,0.9824932813644409,0.01750670187175274
0.0,0.9841006994247437,0.01589934714138508
0.0,0.9918544292449951,0.008145567029714584
0.0,0.9929695725440979,0.007030385546386242
0.0,0.992026150226593,0.007973844185471535
0.0,0.9885522127151489,0.01144783478230238
0.0,0.9951313734054565,0.004868627991527319
0.0,0.994055986404419,0.0059439619071781635
0.0,0.991797685623169,0.00820231158286333
0.0,0.9946919083595276,0.005308026447892189
0.0,0.9954707622528076,0.00452923821285367
0.0,0.9943023920059204,0.00569756468757987
0.0,0.993560791015625,0.006439145654439926
0.0,0.9958998560905457,0.004100165329873562
0.0,0.9947412014007568,0.0052587613463401794
0.0,0.9951580166816711,0.004841984715312719
0.0,0.9966124892234802,0.003387551521882415
0.0,0.9952652454376221,0.004734780173748732
0.0,0.9923209547996521,0.007679031230509281
0.0,0.9952829480171204,0.004717034753412008
0.0,0.9913272261619568,0.008672745898365974
0.0,0.9895078539848328,0.010492219589650631
0.0,0.991239607334137,0.00876044761389494
0.0,0.9927477240562439,0.007252250332385302
0.0,0.993017315864563,0.006982665508985519
0.0,0.9842529892921448,0.015746986493468285
0.0,0.9948689937591553,0.005130976904183626
0.0,0.9951398372650146,0.0048600961454212666
0.0,0.9890093207359314,0.010990622453391552
0.0,0.9956701993942261,0.004329828079789877
0.0,0.9945735335350037,0.00542648509144783
